,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
10701,Lucky * Star: Ryouou Gakuen Outousai,16,2008.0,1,265,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10702,Start the Party! Save the World,17,2011.0,3,458,0.0,0.08,0.0,0.02,0.1,70.0,4.0,7.8,4.0,1539,1
10703,Opoona,26,2007.0,7,503,0.08,0.0,0.01,0.01,0.1,65.0,33.0,7.7,14.0,105,2
10704,Big League Sports,26,2008.0,10,21,0.09,0.01,0.0,0.01,0.1,70.0,4.0,1.4,10.0,819,1
10705,Naruto Shippuden: Gekito Ninja Taisen! EX,26,2007.0,2,496,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10706,Universal Studios Theme Parks Adventure,7,2001.0,3,271,0.08,0.02,0.0,0.0,0.1,39.0,11.0,2.9,11.0,799,7
10707,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,4,2009.0,3,361,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10708,Steins;Gate,20,2013.0,1,383,0.04,0.04,0.0,0.02,0.1,83.0,16.0,9.2,87.0,30,5
10709,Piglet's Big Game,16,2003.0,4,202,0.05,0.04,0.0,0.01,0.1,70.0,4.0,7.8,4.0,414,1
10710,Real Bout Garou Densetsu,21,1996.0,2,439,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10711,"Prinny 2: Dawn of Operation Panties, Dood!",19,2010.0,4,364,0.05,0.0,0.03,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10712,Project FIFA World Cup,16,2002.0,10,139,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10713,Rocky: Legends,29,2004.0,0,528,0.07,0.02,0.0,0.0,0.1,67.0,21.0,5.2,6.0,1590,7
10714,The BIGS 2,19,2009.0,10,497,0.09,0.0,0.0,0.01,0.1,67.0,5.0,7.8,4.0,222,2
10715,Lord of Apocalypse,19,2011.0,7,467,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10716,Dora & Kai-Lan's Pet Shelter,4,2011.0,11,497,0.08,0.01,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10717,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,6,2004.0,1,361,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10718,Nancy Drew: The Model Mysteries,4,2010.0,5,491,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1424,2
10719,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,4,2008.0,1,30,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10720,Cate West: The Vanishing Files,4,2008.0,1,380,0.08,0.01,0.0,0.01,0.1,68.0,4.0,7.8,4.0,881,2
10721,Star Trek: Shattered Universe,16,2004.0,9,201,0.05,0.04,0.0,0.01,0.1,42.0,19.0,8.3,18.0,1378,1
10722,Fifi and the Flowertots,4,2009.0,3,57,0.0,0.09,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10723,The Land Before Time: Great Valley Racing Adventure,15,2001.0,6,489,0.05,0.04,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10724,System Flaw,4,2009.0,8,146,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1607,1
10725,Ultra Street Fighter IV,18,2015.0,2,85,0.0,0.08,0.0,0.01,0.1,71.0,28.0,5.9,94.0,1070,7
10726,EVE: Valkyrie,18,2016.0,8,81,0.03,0.05,0.0,0.02,0.1,73.0,26.0,6.3,37.0,263,7
10727,Dragon Ball: Evolution,19,2009.0,2,349,0.09,0.0,0.0,0.01,0.1,28.0,16.0,0.9,50.0,405,7
10728,The Walking Dead: Season Two,28,2014.0,1,505,0.04,0.05,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10729,The Crew: Wild Run,18,2015.0,0,528,0.0,0.08,0.0,0.01,0.1,73.0,13.0,6.8,50.0,760,7
10730,Pajama Sam: Don't Fear The Dark,26,2008.0,1,53,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10731,The Walking Dead: Season Two,20,2014.0,1,505,0.07,0.0,0.01,0.02,0.1,70.0,4.0,7.8,4.0,1539,1
10732,MTX Mototrax,29,2004.0,6,21,0.07,0.02,0.0,0.0,0.1,79.0,39.0,7.8,4.0,840,1
10733,Blast Chamber,15,1996.0,8,21,0.05,0.04,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10734,Championship Pony,4,2008.0,9,122,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,326,1
10735,NASCAR Unleashed,17,2011.0,6,21,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,531,1
10736,Code:Realize - Sousei no Himegimi,20,2014.0,1,233,0.05,0.0,0.03,0.02,0.1,70.0,4.0,7.8,4.0,1539,1
10737,Natural Doctrine,18,2014.0,7,364,0.05,0.02,0.02,0.01,0.1,53.0,31.0,6,79.0,791,5
10738,NeverDead,28,2012.0,8,277,0.06,0.03,0.0,0.01,0.1,52.0,46.0,5.5,65.0,1190,5
10739,EyeToy: Operation Spy,16,2005.0,0,458,0.05,0.04,0.0,0.01,0.1,53.0,23.0,7.8,4.0,1253,1
10740,MotoGP 07,16,2007.0,6,85,0.05,0.04,0.0,0.01,0.1,62.0,26.0,9.1,7.0,945,1
10741,Blades of Time,17,2012.0,0,277,0.04,0.03,0.01,0.01,0.1,53.0,19.0,7.2,22.0,574,5
10742,Disney Sing It! High School Musical 3: Senior Year,28,2009.0,3,127,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10743,Thor: God of Thunder,2,2011.0,0,448,0.06,0.03,0.0,0.01,0.1,55.0,10.0,4.2,5.0,1193,7
10744,Option Tuning Car Battle,15,1998.0,6,293,0.0,0.0,0.09,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10745,Ridge Racer 2,19,2006.0,6,458,0.0,0.02,0.07,0.01,0.1,70.0,4.0,7.8,4.0,156,1
10746,Pro Evolution Soccer 2016,28,2015.0,10,277,0.04,0.05,0.0,0.01,0.1,70.0,4.0,7,34.0,815,1
10747,Derby Jockey 2,23,1995.0,10,49,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10748,Cubic Ninja,2,2011.0,4,528,0.05,0.04,0.0,0.01,0.1,51.0,15.0,5.9,14.0,39,1
10749,Famicom Mini: Mappy,6,2004.0,4,361,0.0,0.0,0.09,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10750,Ben 10 Galactic Racing,28,2011.0,6,110,0.07,0.02,0.0,0.01,0.1,70.0,4.0,7.8,4.0,960,1
10751,Reign of Fire,29,2002.0,8,60,0.07,0.02,0.0,0.0,0.1,54.0,13.0,7.8,4.0,154,5
10752,Descent Maximum,15,1997.0,8,249,0.05,0.04,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10753,F1 2014,13,2014.0,6,91,0.0,0.09,0.0,0.01,0.1,61.0,20.0,4.8,65.0,306,1
10754,King of Clubs: Mini Golf,26,2008.0,10,380,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10755,Harvest Moon: Frantic Farming,4,2009.0,5,432,0.08,0.0,0.0,0.01,0.1,72.0,7.0,6.8,6.0,987,1
10756,Angry Birds Star Wars,27,2013.0,11,21,0.05,0.04,0.0,0.01,0.1,70.0,4.0,6.8,17.0,511,1
10757,Petz Hamsterz Superstarz,4,2009.0,9,528,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1548,1
10758,Blue Dragon: Awakened Shadow,4,2009.0,7,349,0.06,0.0,0.03,0.0,0.1,63.0,27.0,6.6,10.0,1519,2
10759,Star Wars: Lethal Alliance,4,2006.0,0,528,0.08,0.01,0.0,0.01,0.1,57.0,15.0,7.8,4.0,1544,2
10760,Shining Force EXA,16,2007.0,7,448,0.0,0.0,0.1,0.0,0.1,64.0,24.0,7.3,17.0,1002,2
10761,Virtual Pro Wrestling,15,1996.0,2,48,0.0,0.0,0.09,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10762,Rapala Pro Bass Fishing 2010,4,2010.0,10,21,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,884,1
10763,Shadow Tower,15,1998.0,7,166,0.01,0.01,0.07,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10764,Digimon World DS,4,2006.0,7,349,0.09,0.0,0.0,0.01,0.1,71.0,8.0,7.6,27.0,166,2
10765,Luminous Arc 2 (JP sales),4,2008.0,7,533,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10766,CSI: Hard Evidence,28,2007.0,1,528,0.07,0.02,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10767,MySims SkyHeroes,28,2010.0,0,139,0.09,0.0,0.0,0.01,0.1,56.0,15.0,5.5,4.0,172,2
10768,Ford Racing 3,4,2005.0,6,569,0.09,0.0,0.0,0.01,0.1,49.0,5.0,7.8,4.0,1607,1
10769,Ice Age 2: The Meltdown,29,2006.0,4,548,0.07,0.02,0.0,0.0,0.1,68.0,16.0,7.8,4.0,1611,2
10770,Guilty Gear Isuka,16,2004.0,2,6,0.05,0.04,0.0,0.01,0.1,73.0,39.0,7.5,13.0,92,7
10771,The Secret Saturdays: Beasts of the 5th Sun,26,2009.0,0,110,0.09,0.0,0.0,0.01,0.1,60.0,8.0,7.8,4.0,666,2
10772,Horse Life Adventures,4,2008.0,9,121,0.08,0.01,0.0,0.01,0.1,70.0,4.0,7.8,4.0,995,1
10773,The Idolmaster: Platinum Stars,18,2016.0,9,349,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10774,Jikkyou Powerful Pro Yakyuu 2013,20,2013.0,10,277,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10775,Tornado Outbreak,26,2009.0,0,277,0.09,0.0,0.0,0.01,0.1,71.0,7.0,8.2,5.0,858,2
10776,Shadow Master,15,1997.0,1,415,0.05,0.04,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10777,Global Touring Challenge: Africa,16,2001.0,6,422,0.05,0.04,0.0,0.01,0.1,64.0,12.0,7.8,4.0,1169,1
10778,Shovel Knight,27,2015.0,4,563,0.05,0.04,0.0,0.01,0.1,88.0,24.0,8.3,280.0,1649,1
10779,Makai Shin Trillion,20,2014.0,7,233,0.02,0.01,0.06,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10780,Tokimeki Memorial: Taisen Pazurudama,15,1996.0,5,277,0.0,0.0,0.09,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10781,Digimon World: Next Order,20,2016.0,0,349,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,148,1
10782,Who Wants to Be A Millionaire?,28,2011.0,3,528,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10783,The Secret Saturdays: Beasts of the 5th Sun,19,2009.0,0,110,0.08,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,666,2
10784,Operation Abyss: New Tokyo Legacy,20,2014.0,7,364,0.02,0.0,0.06,0.01,0.1,66.0,25.0,7.3,24.0,512,5
10785,Skylanders: Spyro's Adventure,13,2011.0,0,21,0.05,0.03,0.0,0.01,0.1,70.0,4.0,3.5,15.0,1507,2
10786,Man vs. Wild,28,2011.0,0,101,0.09,0.0,0.0,0.01,0.1,70.0,4.0,4.6,8.0,1284,7
10787,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,20,2012.0,1,210,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10788,Watchmen: The End is Nigh Part 1 & 2,28,2009.0,0,552,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10789,MotoGP 2,29,2003.0,6,491,0.07,0.02,0.0,0.0,0.1,87.0,23.0,8.5,14.0,299,1
10790,Pro Yakyuu Famista DS,4,2007.0,10,349,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10791,Happy Feet Two,28,2008.0,0,552,0.08,0.01,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10792,iCarly 2: iJoin The Click!,26,2010.0,1,21,0.08,0.01,0.0,0.01,0.1,70.0,4.0,9,10.0,181,1
10793,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,6,2002.0,2,63,0.05,0.02,0.03,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10794,Gundam Breaker 3,18,2016.0,0,349,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10795,Etrian Odyssey 2 Untold: Knight of Fafnir,2,2014.0,7,55,0.07,0.02,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10796,Paws & Claws: Pet Vet,26,2009.0,9,491,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10797,Dora's Cooking Club,4,2010.0,3,497,0.08,0.01,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10798,Heatseeker,26,2007.0,0,91,0.08,0.0,0.0,0.01,0.1,62.0,25.0,6.2,32.0,698,7
10799,Ar tonelico: Melody of Elemia,16,2006.0,7,6,0.0,0.0,0.1,0.0,0.1,71.0,30.0,7.7,43.0,635,7
10800,Sol Trigger,19,2012.0,7,238,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10801,Castlevania Double Pack,6,2006.0,4,277,0.07,0.03,0.0,0.0,0.1,86.0,4.0,8.4,12.0,788,7
10802,Ballistic: Ecks vs. Sever,6,2002.0,8,60,0.07,0.03,0.0,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10803,Samurai Warriors 4: Empires,18,2015.0,0,503,0.02,0.01,0.06,0.01,0.1,71.0,29.0,6.5,15.0,1054,7
10804,Jikkyou Powerful Pro Yakyuu 11,7,2004.0,10,277,0.0,0.0,0.09,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10805,Ninja Reflex,4,2008.0,0,139,0.09,0.0,0.0,0.01,0.1,54.0,13.0,7.8,4.0,1279,2
10806,Steel Battalion,29,2002.0,9,325,0.05,0.02,0.02,0.0,0.1,83.0,20.0,8.5,20.0,268,7
10807,Street Fighter Collection,15,1997.0,2,85,0.0,0.0,0.09,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10808,Alvin and the Chipmunks: The Squeakquel,26,2009.0,3,298,0.09,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,710,1
10809,Digimon Story: Super Xros Wars Blue/Red,4,2011.0,7,349,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10810,Power Stone Collection,19,2006.0,0,85,0.08,0.0,0.0,0.01,0.1,74.0,34.0,6.8,6.0,268,7
10811,Cartoon Network: Punch Time Explosion,2,2011.0,2,121,0.07,0.02,0.0,0.01,0.1,58.0,16.0,5.9,28.0,1089,2
10812,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,4,2010.0,10,277,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10813,Bejeweled Twist,4,2010.0,5,409,0.0,0.08,0.0,0.01,0.1,77.0,10.0,7.8,4.0,628,1
10814,"Blast Works: Build, Trade, Destroy",26,2008.0,8,138,0.09,0.0,0.0,0.01,0.1,78.0,30.0,7.7,17.0,248,1
10815,MX SuperFly featuring Ricky Carmichael,29,2002.0,6,491,0.07,0.02,0.0,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10816,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,4,2009.0,9,277,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10817,SNK vs. Capcom Card Fighters DS,4,2006.0,11,235,0.09,0.0,0.0,0.01,0.1,48.0,19.0,4.8,6.0,1263,7
10818,Kuroko's Basketball: Miracle Game,2,2014.0,10,349,0.0,0.0,0.1,0.0,0.1,70.0,4.0,7.8,4.0,1539,1
10819,Medieval II: Total War,13,2006.0,11,448,0.0,0.08,0.0,0.02,0.1,88.0,39.0,8.9,648.0,337,7
10820,Lego Star Wars: The Force Awakens,20,2016.0,0,552,0.01,0.06,0.01,0.02,0.1,70.0,4.0,7.1,13.0,1432,2
10821,Darkest of Days,28,2009.0,8,396,0.09,0.0,0.0,0.01,0.1,44.0,25.0,4.8,76.0,34,5
10822,Skylanders Imaginators,30,2016.0,4,21,0.05,0.04,0.0,0.01,0.1,78.0,14.0,6,8.0,1507,2
10823,Minority Report: Everybody Runs,29,2002.0,0,21,0.07,0.02,0.0,0.0,0.1,54.0,18.0,5,4.0,1514,7
10824,NASCAR,19,2006.0,6,139,0.09,0.0,0.0,0.01,0.1,66.0,13.0,5.3,6.0,511,1
10825,The Voice,27,2014.0,0,21,0.08,0.0,0.0,0.01,0.1,70.0,4.0,7.8,4.0,1539,1
10826,One Piece: Burning Blood,20,2016.0,2,349,0.0,0.02,0.07,0.0,0.1,62.0,4.0,7.8,10.0,1358,7
10827,Shox,16,2002.0,6,139,0.05,0.04,0.0,0.01,0.09,78.0,16.0,7.8,4.0,477,1
10828,Rio,28,2011.0,3,491,0.05,0.03,0.0,0.01,0.09,60.0,16.0,7,7.0,502,2
10829,Gundam Breaker,20,2013.0,0,349,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10830,Unou no Tatsujin: Soukai! Machigai Museum 2,4,2007.0,3,349,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10831,Kiniro no Corda 3,19,2010.0,1,503,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10832,Playboy: The Mansion,29,2005.0,9,528,0.07,0.02,0.0,0.0,0.09,61.0,43.0,4.1,9.0,359,5
10833,Neo Atlas,15,1998.0,11,43,0.0,0.0,0.09,0.01,0.09,70.0,4.0,7.8,4.0,1539,1
10834,Disney's Aladdin in Nasira's Revenge,15,2000.0,0,458,0.05,0.04,0.0,0.01,0.09,61.0,11.0,8.3,7.0,95,1
10835,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,7,2005.0,1,21,0.07,0.02,0.0,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10836,Squinkies 2: Adventure Mall Surprize!,4,2011.0,4,21,0.09,0.0,0.0,0.01,0.09,70.0,4.0,7.8,4.0,1539,1
10837,Winning Post 6,16,2003.0,10,503,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10838,Egg Monster Hero,4,2008.0,7,467,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1002,1
10839,Whacked!,29,2002.0,3,325,0.07,0.02,0.0,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10840,Barnyard,16,2006.0,0,491,0.05,0.04,0.0,0.01,0.09,62.0,13.0,8.7,10.0,229,2
10841,Ultimate Marvel vs. Capcom 3,17,2011.0,2,85,0.0,0.04,0.04,0.01,0.09,80.0,36.0,6.2,114.0,268,7
10842,MindJack,28,2011.0,8,467,0.07,0.02,0.0,0.01,0.09,43.0,42.0,1.2,116.0,527,5
10843,Pac-Man World 3,7,2005.0,4,349,0.07,0.02,0.0,0.0,0.09,66.0,17.0,7.3,10.0,214,1
10844,thinkSMART,4,2010.0,3,99,0.09,0.0,0.0,0.01,0.09,70.0,4.0,7.8,4.0,332,1
10845,National Geographic Challenge!,26,2011.0,3,70,0.07,0.02,0.0,0.01,0.09,70.0,4.0,7.8,4.0,1539,1
10846,Rocky,7,2002.0,2,422,0.07,0.02,0.0,0.0,0.09,74.0,17.0,7.8,4.0,1169,7
10847,Glory Days 2,4,2007.0,11,196,0.08,0.0,0.0,0.01,0.09,73.0,28.0,7.3,6.0,1691,2
10848,Just Dance 2017,27,2016.0,3,528,0.03,0.06,0.0,0.01,0.09,70.0,4.0,7.8,4.0,1550,2
10849,Brain Age: Concentration Training,2,2012.0,5,361,0.09,0.0,0.0,0.01,0.09,71.0,11.0,7.9,17.0,1020,1
10850,Crash 'N' Burn,29,2004.0,6,138,0.07,0.02,0.0,0.0,0.09,65.0,25.0,6.4,7.0,299,7
10851,NFL Blitz 20-02,29,2002.0,10,327,0.07,0.02,0.0,0.0,0.09,77.0,17.0,7.8,4.0,1128,1
10852,NatGeo Challenge! Wild Life,17,2010.0,3,70,0.05,0.03,0.0,0.01,0.09,70.0,4.0,7.8,4.0,1539,1
10853,Metal Fight Beyblade,4,2009.0,0,227,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10854,Robots,29,2005.0,0,548,0.07,0.02,0.0,0.0,0.09,60.0,4.0,7.8,4.0,502,1
10855,Kung Fu Panda 2,17,2011.0,0,491,0.04,0.04,0.0,0.01,0.09,70.0,4.0,7.8,4.0,1539,1
10856,Pac-Man and the Ghostly Adventures 2,17,2014.0,1,349,0.05,0.03,0.0,0.02,0.09,59.0,11.0,6.3,4.0,1593,2
10857,Hakuoki: Demon of the Fleeting Blossom,19,2009.0,1,233,0.08,0.0,0.0,0.01,0.09,79.0,4.0,8.3,30.0,703,5
10858,Field & Stream: Total Outdoorsman Challenge,28,2010.0,10,6,0.09,0.0,0.0,0.01,0.09,70.0,4.0,7.8,4.0,1539,1
10859,Speed Kings,16,2003.0,6,17,0.05,0.04,0.0,0.01,0.09,61.0,13.0,7.8,6.0,299,1
10860,Dungeons,13,2011.0,11,267,0.07,0.02,0.0,0.01,0.09,65.0,35.0,4.6,106.0,1188,5
10861,Little League World Series Baseball 2008,26,2008.0,10,21,0.09,0.0,0.0,0.01,0.09,70.0,8.0,8,6.0,1042,1
10862,Winter Stars,28,2011.0,10,121,0.05,0.03,0.0,0.01,0.09,46.0,9.0,6.5,4.0,23,1
10863,Disney Planes Fire & Rescue,2,2014.0,0,127,0.01,0.08,0.0,0.01,0.09,70.0,4.0,7.8,4.0,1539,1
10864,Langrisser V: The End of Legend,21,1998.0,11,344,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10865,PhotoKano,19,2012.0,1,265,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10866,Ouchi Mainichi Tamagotchi,2,2012.0,0,349,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10867,Bladestorm: The Hundred Years' War,28,2007.0,0,503,0.08,0.01,0.0,0.01,0.09,63.0,26.0,6.8,16.0,1054,7
10868,Fresh PreCure! Asobi Collection,4,2009.0,0,349,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10869,Super Robot Wars OG: The Moon Dwellers,18,2016.0,3,349,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10870,Populous: The Beginning,15,1998.0,11,139,0.05,0.04,0.0,0.01,0.09,70.0,4.0,7.8,4.0,1539,1
10871,Chess,15,2001.0,11,476,0.05,0.04,0.0,0.01,0.09,70.0,4.0,7.8,4.0,1539,1
10872,Rosco McQueen: Firefighter Extreme,15,1997.0,0,458,0.05,0.04,0.0,0.01,0.09,70.0,4.0,7.8,4.0,1539,1
10873,Terranigma,23,1995.0,7,361,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10874,Burnout Paradise: The Ultimate Box,13,2009.0,6,139,0.0,0.08,0.0,0.01,0.09,87.0,26.0,7.5,435.0,341,2
10875,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,4,2009.0,0,72,0.09,0.0,0.0,0.01,0.09,70.0,4.0,7.8,4.0,1539,1
10876,Girls und Panzer: I Will Master Tankery,20,2014.0,0,349,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10877,Forever Kingdom,16,2001.0,7,166,0.02,0.02,0.04,0.01,0.09,64.0,13.0,7.8,6.0,552,7
10878,Blitz: Overtime,19,2006.0,10,327,0.09,0.0,0.0,0.01,0.09,70.0,4.0,7.5,4.0,938,5
10879,Altered Beast: Guardian of the Realms,6,2002.0,0,491,0.07,0.02,0.0,0.0,0.09,63.0,13.0,4.8,4.0,22,7
10880,Populous DS,4,2008.0,11,432,0.07,0.0,0.02,0.01,0.09,60.0,20.0,7.8,4.0,605,2
10881,The Legend of Heroes: A Tear of Vermillion,19,2005.0,7,349,0.08,0.0,0.0,0.01,0.09,68.0,24.0,7.7,26.0,935,7
10882,Young Justice: Legacy,17,2013.0,0,349,0.06,0.01,0.0,0.02,0.09,70.0,4.0,4.9,15.0,547,7
10883,Ys VIII: Lacrimosa of Dana,20,2016.0,7,360,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10884,Raven Squad: Operation Hidden Dagger,28,2009.0,8,153,0.08,0.01,0.0,0.01,0.09,38.0,22.0,3.5,37.0,132,7
10885,Age of Empires II: The Age of Kings,13,1999.0,11,325,0.01,0.08,0.0,0.01,0.09,92.0,21.0,9,801.0,490,7
10886,Family Party: 30 Great Games,26,2008.0,3,110,0.08,0.01,0.0,0.01,0.09,42.0,10.0,1,7.0,1440,2
10887,Shining Tears,16,2004.0,7,448,0.05,0.04,0.0,0.01,0.09,61.0,14.0,6.5,11.0,1008,7
10888,Devil May Cry 4,18,2015.0,0,85,0.01,0.0,0.08,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10889,MotoGP,29,2002.0,6,491,0.07,0.02,0.0,0.0,0.09,84.0,18.0,8.4,16.0,299,1
10890,Scaler,16,2004.0,4,497,0.05,0.04,0.0,0.01,0.09,70.0,20.0,8.6,18.0,108,1
10891,Halo 2,13,2007.0,8,325,0.01,0.06,0.0,0.02,0.09,72.0,32.0,5.6,216.0,933,5
10892,X-COM: UFO Defense,15,1995.0,11,324,0.05,0.04,0.0,0.01,0.09,70.0,4.0,7.8,4.0,1539,1
10893,Gradius V,16,2004.0,8,277,0.05,0.04,0.0,0.01,0.09,82.0,46.0,8.5,13.0,1512,7
10894,Adventure Time: Finn & Jake Investigations,18,2015.0,0,288,0.03,0.05,0.0,0.02,0.09,70.0,4.0,7.8,4.0,1539,1
10895,Medal of Honor: Vanguard,26,2007.0,8,139,0.06,0.03,0.0,0.01,0.09,56.0,29.0,7,24.0,248,7
10896,World Cup '98 France: Road to Win,21,1998.0,10,448,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10897,Pro Evolution Soccer 2013,26,2012.0,10,277,0.0,0.03,0.06,0.0,0.09,70.0,4.0,7.8,4.0,815,1
10898,MLB SlugFest 20-04,29,2003.0,10,327,0.07,0.02,0.0,0.0,0.09,76.0,16.0,7.8,4.0,938,1
10899,Barbie and the Magic of Pegasus,6,2005.0,0,548,0.07,0.02,0.0,0.0,0.09,70.0,4.0,7.8,4.0,1628,1
10900,Beaterator,19,2009.0,3,497,0.06,0.02,0.0,0.02,0.09,80.0,44.0,7.8,12.0,1218,1
10901,Big League Sports: Summer,26,2009.0,10,21,0.09,0.0,0.0,0.01,0.09,70.0,4.0,7.8,4.0,819,1
10902,SD Gundam G Generation DS,4,2005.0,7,349,0.0,0.0,0.09,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
10903,Retro Game Challenge (US sales),4,2007.0,0,349,0.09,0.0,0.0,0.0,0.09,70.0,4.0,7.8,4.0,1539,1
